address,account_number,bill_date,billing_period_start,billing_period_end,fresh_water_usage,waste_water_usage,fresh_water_rate,fresh_water_fixed_charge,waste_water_rate,waste_water_fixed_charge,latest_charges
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,03-07-2020,03-01-2020,03-07-2020,89,89,2.47,31.0,1.54,65.0,455.3
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,02-01-2021,04-07-2020,02-01-2021,129,129,2.47,31.0,1.54,65.0,623.44
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02-07-2018,01-01-2018,02-07-2018,62,62,2.47,31.0,1.54,65.0,344.9
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,01-01-2019,03-07-2018,01-01-2019,91,91,2.47,31.0,1.54,65.0,461.59
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,03-07-2019,02-01-2019,03-07-2019,126,126,2.47,31.0,1.54,65.0,605.23
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02-01-2020,04-07-2019,02-01-2020,86,86,2.47,31.0,1.54,65.0,444.67
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,03-07-2020,03-01-2020,03-07-2020,63,63,2.47,31.0,1.54,65.0,349.71
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02-01-2021,04-07-2020,02-01-2021,62,62,2.47,31.0,1.54,65.0,347.15
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,02-07-2018,01-01-2018,02-07-2018,88,88,2.47,31.0,1.54,65.0,450.8
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,01-01-2019,03-07-2018,01-01-2019,87,87,2.47,31.0,1.54,65.0,446.59
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,03-07-2019,02-01-2019,03-07-2019,90,90,2.47,31.0,1.54,65.0,458.74
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,02-01-2020,04-07-2019,02-01-2020,77,80,2.47,31.0,1.54,65.0,407.42
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,02-07-2018,01-01-2018,02-07-2018,96,96,2.47,31.0,1.54,65.0,484.13
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,01-01-2019,03-07-2018,01-01-2019,118,118,2.47,31.0,1.54,65.0,571.87
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,03-07-2019,02-01-2019,03-07-2019,129,129,2.47,31.0,1.54,65.0,617.1
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02-07-2018,01-01-2018,02-07-2018,138,138,2.47,31.0,1.54,65.0,650.1
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,01-01-2019,03-07-2018,01-01-2019,90,90,2.47,31.0,1.54,65.0,475.43
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,03-07-2019,02-01-2019,03-07-2019,136,136,2.47,31.0,1.54,65.0,644.41
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02-01-2020,04-07-2019,02-01-2020,102,102,2.47,31.0,1.54,65.0,507.71
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,03-07-2020,03-01-2020,03-07-2020,124,124,2.47,31.0,1.54,65.0,596.05
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02-01-2021,04-07-2020,02-01-2021,78,78,2.47,31.0,1.54,65.0,411.07
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02-07-2018,01-01-2018,02-07-2018,98,98,2.47,31.0,1.54,65.0,490.54
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,01-01-2019,03-07-2018,01-01-2019,78,78,2.47,31.0,1.54,65.0,422.38
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,03-07-2019,02-01-2019,03-07-2019,108,108,2.47,31.0,1.54,65.0,532.37
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02-01-2020,04-07-2019,02-01-2020,131,131,2.47,31.0,1.54,65.0,621.67
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,03-07-2020,03-01-2020,03-07-2020,125,125,2.47,31.0,1.54,65.0,600.1
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02-01-2021,04-07-2020,02-01-2021,67,67,2.47,31.0,1.54,65.0,367.8
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02-07-2018,01-01-2018,02-07-2018,126,126,2.47,31.0,1.54,65.0,604.91
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,01-01-2019,03-07-2018,01-01-2019,126,128,2.47,31.0,1.54,65.0,604.99
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03-07-2019,02-01-2019,03-07-2019,104,104,2.47,31.0,1.54,65.0,514.44
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02-01-2020,04-07-2019,02-01-2020,86,86,2.47,31.0,1.54,65.0,440.94
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03-07-2020,03-01-2020,03-07-2020,92,92,2.47,31.0,1.54,65.0,467.37
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02-01-2021,04-07-2020,02-01-2021,76,76,2.47,31.0,1.54,65.0,401.08
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,04-07-2021,03-01-2021,04-07-2021,85,85,2.47,31.0,1.54,65.0,437.57
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03-01-2022,05-07-2021,03-01-2022,119,119,2.47,31.0,1.54,65.0,574.79
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02-07-2018,01-01-2018,02-07-2018,87,87,2.47,31.0,1.54,65.0,444.99
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,01-01-2019,03-07-2018,01-01-2019,121,121,2.47,31.0,1.54,65.0,584.78
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,03-07-2019,02-01-2019,03-07-2019,101,101,2.47,31.0,1.54,65.0,502.17
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02-01-2020,04-07-2019,02-01-2020,110,110,2.47,31.0,1.54,65.0,539.11
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,03-07-2020,03-01-2020,03-07-2020,139,139,2.47,31.0,1.54,65.0,655.52
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02-01-2021,04-07-2020,02-01-2021,98,98,2.47,31.0,1.54,65.0,492.51
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02-07-2018,01-01-2018,02-07-2018,89,89,2.47,31.0,1.54,65.0,454.77
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,01-01-2019,03-07-2018,01-01-2019,116,116,2.47,31.0,1.54,65.0,562.36
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03-07-2019,02-01-2019,03-07-2019,80,80,2.47,31.0,1.54,65.0,417.16
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02-01-2020,04-07-2019,02-01-2020,138,138,2.47,31.0,1.54,65.0,652.83
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03-07-2020,03-01-2020,03-07-2020,115,115,2.47,31.0,1.54,65.0,557.43
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02-01-2021,04-07-2020,02-01-2021,98,98,2.47,31.0,1.54,65.0,491.91
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,04-07-2021,03-01-2021,04-07-2021,122,122,2.47,31.0,1.54,65.0,587.27
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03-01-2022,05-07-2021,03-01-2022,132,132,2.47,31.0,1.54,65.0,627.77
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,02-07-2018,01-01-2018,02-07-2018,121,121,2.47,31.0,1.54,65.0,584.66
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,01-01-2019,03-07-2018,01-01-2019,117,117,2.47,31.0,1.54,65.0,568.42
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,03-07-2019,02-01-2019,03-07-2019,78,78,2.47,31.0,1.54,65.0,412.51
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02-07-2018,01-01-2018,02-07-2018,132,132,2.47,31.0,1.54,65.0,634.89
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,01-01-2019,03-07-2018,01-01-2019,117,119,2.47,31.0,1.54,65.0,565.61
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,03-07-2019,02-01-2019,03-07-2019,108,108,2.47,31.0,1.54,65.0,532.61
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02-01-2020,04-07-2019,02-01-2020,131,131,2.47,31.0,1.54,65.0,623.52
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,03-07-2020,03-01-2020,03-07-2020,61,61,2.47,31.0,1.54,65.0,340.69
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02-01-2021,04-07-2020,02-01-2021,121,121,2.47,31.0,1.54,65.0,582.53
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,02-07-2018,01-01-2018,02-07-2018,70,70,2.47,31.0,1.54,65.0,378.58
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,01-01-2019,03-07-2018,01-01-2019,98,98,2.47,31.0,1.54,65.0,490.18
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,03-07-2019,02-01-2019,03-07-2019,75,75,2.47,31.0,1.54,65.0,399.32
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,02-07-2018,01-01-2018,02-07-2018,105,105,2.47,31.0,1.54,65.0,518.49
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,01-01-2019,03-07-2018,01-01-2019,128,128,2.47,31.0,1.54,65.0,613.25
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,03-07-2019,02-01-2019,03-07-2019,135,135,2.47,31.0,1.54,65.0,638.95
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02-07-2018,01-01-2018,02-07-2018,66,66,2.47,31.0,1.54,65.0,363.63
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,01-01-2019,03-07-2018,01-01-2019,65,65,2.47,31.0,1.54,65.0,359.02
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,03-07-2019,02-01-2019,03-07-2019,87,87,2.47,31.0,1.54,65.0,447.2
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02-01-2020,04-07-2019,02-01-2020,134,134,2.47,31.0,1.54,65.0,634.66
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,03-07-2020,03-01-2020,03-07-2020,116,116,2.47,31.0,1.54,65.0,562.04
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02-01-2021,04-07-2020,02-01-2021,76,76,2.47,31.0,1.54,65.0,403.81
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,02-07-2018,01-01-2018,02-07-2018,70,70,2.47,31.0,1.54,65.0,377.9
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,01-01-2019,03-07-2018,01-01-2019,75,75,2.47,31.0,1.54,65.0,400.16
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,03-07-2019,02-01-2019,03-07-2019,63,63,2.47,31.0,1.54,65.0,352.08
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,02-01-2020,04-07-2019,02-01-2020,73,73,2.47,31.0,1.54,65.0,390.33
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02-07-2018,01-01-2018,02-07-2018,109,111,2.47,31.0,1.54,65.0,534.33
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,01-01-2019,03-07-2018,01-01-2019,114,114,2.47,31.0,1.54,65.0,572.52
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03-07-2019,02-01-2019,03-07-2019,71,71,2.47,31.0,1.54,65.0,383.0
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02-01-2020,04-07-2019,02-01-2020,73,73,2.47,31.0,1.54,65.0,388.73
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03-07-2020,03-01-2020,03-07-2020,113,113,2.47,31.0,1.54,65.0,550.09
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02-01-2021,04-07-2020,02-01-2021,108,108,2.47,31.0,1.54,65.0,531.25
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,04-07-2021,03-01-2021,04-07-2021,78,78,2.47,31.0,1.54,65.0,409.66
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03-01-2022,05-07-2021,03-01-2022,136,136,2.47,31.0,1.54,65.0,643.69
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,02-07-2018,01-01-2018,02-07-2018,135,135,2.47,31.0,1.54,65.0,640.92
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,01-01-2019,03-07-2018,01-01-2019,98,98,2.47,31.0,1.54,65.0,489.9
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,03-07-2019,02-01-2019,03-07-2019,91,91,2.47,31.0,1.54,65.0,461.95
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,02-01-2020,04-07-2019,02-01-2020,90,90,2.47,31.0,1.54,65.0,457.74
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,03-07-2020,03-01-2020,03-07-2020,77,77,2.47,31.0,1.54,65.0,405.89
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,02-07-2018,01-01-2018,02-07-2018,107,107,2.47,31.0,1.54,65.0,526.87
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,01-01-2019,03-07-2018,01-01-2019,132,132,2.47,31.0,1.54,65.0,625.4
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,03-07-2019,02-01-2019,03-07-2019,137,139,2.47,31.0,1.54,65.0,648.46
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02-07-2018,01-01-2018,02-07-2018,123,123,2.47,31.0,1.54,65.0,589.83
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,01-01-2019,03-07-2018,01-01-2019,84,88,2.47,31.0,1.54,65.0,436.37
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,03-07-2019,02-01-2019,03-07-2019,129,129,2.47,31.0,1.54,65.0,614.69
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02-01-2020,04-07-2019,02-01-2020,61,61,2.47,31.0,1.54,65.0,344.26
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,03-07-2020,03-01-2020,03-07-2020,107,107,2.47,31.0,1.54,65.0,525.43
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02-01-2021,04-07-2020,02-01-2021,78,78,2.47,31.0,1.54,65.0,409.66
"2 John mountains, New Justin, NN91 4RL",CUST0052,02-07-2018,01-01-2018,02-07-2018,104,104,2.47,31.0,1.54,65.0,514.36
"2 John mountains, New Justin, NN91 4RL",CUST0052,01-01-2019,03-07-2018,01-01-2019,87,87,2.47,31.0,1.54,65.0,447.56
"2 John mountains, New Justin, NN91 4RL",CUST0052,03-07-2019,02-01-2019,03-07-2019,135,135,2.47,31.0,1.54,65.0,640.32
"2 John mountains, New Justin, NN91 4RL",CUST0052,02-01-2020,04-07-2019,02-01-2020,117,118,2.47,31.0,1.54,65.0,566.69
"2 John mountains, New Justin, NN91 4RL",CUST0052,03-07-2020,03-01-2020,03-07-2020,92,92,2.47,31.0,1.54,65.0,465.56
"2 John mountains, New Justin, NN91 4RL",CUST0052,02-01-2021,04-07-2020,02-01-2021,119,119,2.47,31.0,1.54,65.0,573.99
"2 John mountains, New Justin, NN91 4RL",CUST0052,04-07-2021,03-01-2021,04-07-2021,138,138,2.47,31.0,1.54,65.0,650.7
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,02-07-2018,01-01-2018,02-07-2018,79,79,2.47,31.0,1.54,65.0,413.75
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,01-01-2019,03-07-2018,01-01-2019,138,138,2.47,31.0,1.54,65.0,649.78
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,03-07-2019,02-01-2019,03-07-2019,127,127,2.47,31.0,1.54,65.0,605.71
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,02-01-2020,04-07-2019,02-01-2020,134,134,2.47,31.0,1.54,65.0,635.3
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,03-07-2020,03-01-2020,03-07-2020,130,130,2.47,31.0,1.54,65.0,618.74
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,02-01-2021,04-07-2020,02-01-2021,110,110,2.47,31.0,1.54,65.0,539.23
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02-07-2018,01-01-2018,02-07-2018,96,96,2.47,31.0,1.54,65.0,483.45
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,01-01-2019,03-07-2018,01-01-2019,107,107,2.47,31.0,1.54,65.0,528.32
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03-07-2019,02-01-2019,03-07-2019,117,117,2.47,31.0,1.54,65.0,567.9
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02-01-2020,04-07-2019,02-01-2020,79,79,2.47,31.0,1.54,65.0,413.59
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03-07-2020,03-01-2020,03-07-2020,130,130,2.47,31.0,1.54,65.0,618.06
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02-01-2021,04-07-2020,02-01-2021,128,128,2.47,31.0,1.54,65.0,610.36
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,04-07-2021,03-01-2021,04-07-2021,73,73,2.47,31.0,1.54,65.0,389.41
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03-01-2022,05-07-2021,03-01-2022,98,98,2.47,31.0,1.54,65.0,489.86
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,02-07-2018,01-01-2018,02-07-2018,120,120,2.47,31.0,1.54,65.0,580.33
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,01-01-2019,03-07-2018,01-01-2019,80,80,2.47,31.0,1.54,65.0,419.17
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,03-07-2019,02-01-2019,03-07-2019,92,92,2.47,31.0,1.54,65.0,468.17
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,02-07-2018,01-01-2018,02-07-2018,74,74,2.47,31.0,1.54,65.0,393.06
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,01-01-2019,03-07-2018,01-01-2019,132,132,2.47,31.0,1.54,65.0,627.2
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,03-07-2019,02-01-2019,03-07-2019,110,110,2.47,31.0,1.54,65.0,538.7
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02-07-2018,01-01-2018,02-07-2018,128,128,2.47,31.0,1.54,65.0,611.24
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,01-01-2019,03-07-2018,01-01-2019,67,67,2.47,31.0,1.54,65.0,367.56
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,03-07-2019,02-01-2019,03-07-2019,67,67,2.47,31.0,1.54,65.0,367.56
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02-01-2020,04-07-2019,02-01-2020,78,78,2.47,31.0,1.54,65.0,409.7
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,03-07-2020,03-01-2020,03-07-2020,66,66,2.47,31.0,1.54,65.0,363.55
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02-01-2021,04-07-2020,02-01-2021,108,108,2.47,31.0,1.54,65.0,532.17
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,04-07-2021,03-01-2021,04-07-2021,106,106,2.47,31.0,1.54,65.0,521.9
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,02-07-2018,01-01-2018,02-07-2018,114,114,2.47,31.0,1.54,65.0,562.51
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,01-01-2019,03-07-2018,01-01-2019,61,61,2.47,31.0,1.54,65.0,344.18
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,03-07-2019,02-01-2019,03-07-2019,130,130,2.47,31.0,1.54,65.0,619.91
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,02-01-2020,04-07-2019,02-01-2020,96,96,2.47,31.0,1.54,65.0,483.61
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,02-07-2018,01-01-2018,02-07-2018,86,90,2.47,31.0,1.54,65.0,441.5
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,01-01-2019,03-07-2018,01-01-2019,60,60,2.47,31.0,1.54,65.0,337.72
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,03-07-2019,02-01-2019,03-07-2019,130,130,2.47,31.0,1.54,65.0,619.06
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,02-01-2020,04-07-2019,02-01-2020,87,87,2.47,31.0,1.54,65.0,446.15
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,03-07-2020,03-01-2020,03-07-2020,91,91,2.47,31.0,1.54,65.0,463.64
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02-07-2018,01-01-2018,02-07-2018,65,65,2.47,31.0,1.54,65.0,364.73
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,01-01-2019,03-07-2018,01-01-2019,127,130,2.47,31.0,1.54,65.0,605.35
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,03-07-2019,02-01-2019,03-07-2019,113,113,2.47,31.0,1.54,65.0,551.26
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02-01-2020,04-07-2019,02-01-2020,125,125,2.47,31.0,1.54,65.0,600.3
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,03-07-2020,03-01-2020,03-07-2020,137,137,2.47,31.0,1.54,65.0,649.1
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02-01-2021,04-07-2020,02-01-2021,72,72,2.47,31.0,1.54,65.0,388.65
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,04-07-2021,03-01-2021,04-07-2021,119,119,2.47,31.0,1.54,65.0,576.64
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02-07-2018,01-01-2018,02-07-2018,94,98,2.47,31.0,1.54,65.0,473.42
"648 Ashley pine, East Glen, M90 2TH",CUST0061,01-01-2019,03-07-2018,01-01-2019,74,74,2.47,31.0,1.54,65.0,395.35
"648 Ashley pine, East Glen, M90 2TH",CUST0061,03-07-2019,02-01-2019,03-07-2019,80,80,2.47,31.0,1.54,65.0,418.68
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02-01-2020,04-07-2019,02-01-2020,138,138,2.47,31.0,1.54,65.0,650.26
"648 Ashley pine, East Glen, M90 2TH",CUST0061,03-07-2020,03-01-2020,03-07-2020,67,67,2.47,31.0,1.54,65.0,365.43
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02-01-2021,04-07-2020,02-01-2021,89,89,2.47,31.0,1.54,65.0,456.46
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,02-07-2018,01-01-2018,02-07-2018,79,79,2.47,31.0,1.54,65.0,415.96
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,01-01-2019,03-07-2018,01-01-2019,98,98,2.47,31.0,1.54,65.0,490.9
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,03-07-2019,02-01-2019,03-07-2019,65,65,2.47,31.0,1.54,65.0,356.77
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02-07-2018,01-01-2018,02-07-2018,92,92,2.47,31.0,1.54,65.0,468.89
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,01-01-2019,03-07-2018,01-01-2019,84,84,2.47,31.0,1.54,65.0,435.01
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,03-07-2019,02-01-2019,03-07-2019,114,114,2.47,31.0,1.54,65.0,556.91
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02-01-2020,04-07-2019,02-01-2020,86,90,2.47,31.0,1.54,65.0,443.83
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,03-07-2020,03-01-2020,03-07-2020,85,85,2.47,31.0,1.54,65.0,439.74
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02-01-2021,04-07-2020,02-01-2021,66,66,2.47,31.0,1.54,65.0,361.94
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,04-07-2021,03-01-2021,04-07-2021,132,132,2.47,31.0,1.54,65.0,627.77
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,03-01-2022,05-07-2021,03-01-2022,83,83,2.47,31.0,1.54,65.0,430.39
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,02-07-2018,01-01-2018,02-07-2018,134,134,2.47,31.0,1.54,65.0,633.66
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,01-01-2019,03-07-2018,01-01-2019,73,73,2.47,31.0,1.54,65.0,392.46
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,03-07-2019,02-01-2019,03-07-2019,66,66,2.47,31.0,1.54,65.0,361.74
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,02-01-2020,04-07-2019,02-01-2020,118,118,2.47,31.0,1.54,65.0,570.54
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,03-07-2020,03-01-2020,03-07-2020,77,77,2.47,31.0,1.54,65.0,408.18
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,02-01-2021,04-07-2020,02-01-2021,90,90,2.47,31.0,1.54,65.0,474.02
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,04-07-2021,03-01-2021,04-07-2021,119,119,2.47,31.0,1.54,65.0,574.15
"Flat 85, Philip trafficway, Sullivanton, N87 1SS",CUST0064,03-01-2022,05-07-2021,03-01-2022,133,133,2.47,31.0,1.54,65.0,631.5
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,02-07-2018,01-01-2018,02-07-2018,85,85,2.47,31.0,1.54,65.0,438.77
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,01-01-2019,03-07-2018,01-01-2019,66,66,2.47,31.0,1.54,65.0,363.43
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,03-07-2019,02-01-2019,03-07-2019,119,119,2.47,31.0,1.54,65.0,574.39
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,02-01-2020,04-07-2019,02-01-2020,109,109,2.47,31.0,1.54,65.0,534.01
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,03-07-2020,03-01-2020,03-07-2020,136,136,2.47,31.0,1.54,65.0,643.0
"Studio 89, Evans summit, North Stephanie, TQ31 4JR",CUST0065,02-01-2021,04-07-2020,02-01-2021,61,61,2.47,31.0,1.54,65.0,341.57
