address,account_number,bill_date,billing_period_start,billing_period_end,fresh_water_usage,waste_water_usage,fresh_water_rate,fresh_water_fixed_charge,waste_water_rate,waste_water_fixed_charge,latest_charges
"Flat 4, Jacqueline trail, West Jacobfort, M96 5WA",CUST0032,03/07/2019,02/01/2019,03/07/2019,106.34,106.34,2.47,31.0,1.54,65.0,522.42
"Flat 4, Jacqueline trail, West Jacobfort, M96 5WA",CUST0032,02/01/2020,04/07/2019,02/01/2020,94.52,94.52,2.47,31.0,1.54,65.0,475.03
"Flat 4, Jacqueline trail, West Jacobfort, M96 5WA",CUST0032,03/07/2020,03/01/2020,03/07/2020,112.01,112.01,2.47,31.0,1.54,65.0,545.16
"Flat 4, Jacqueline trail, West Jacobfort, M96 5WA",CUST0032,02/01/2021,04/07/2020,02/01/2021,76.0,76.0,2.47,31.0,1.54,65.0,400.76
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,02/07/2018,01/01/2018,02/07/2018,112.4,112.4,2.47,31.0,1.54,65.0,546.72
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,01/01/2019,03/07/2018,01/01/2019,129.41,133.39,2.47,31.0,1.54,65.0,614.93
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,03/07/2019,02/01/2019,03/07/2019,105.67,105.67,2.47,31.0,1.54,65.0,519.74
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,02/01/2020,04/07/2019,02/01/2020,62.97,62.97,2.47,31.0,1.54,65.0,348.51
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,03/07/2020,03/01/2020,03/07/2020,89.6,89.6,2.47,31.0,1.54,65.0,455.3
"Studio 61, Hollie landing, Smithside, DY6 3NF",CUST0033,02/01/2021,04/07/2020,02/01/2021,129.87,129.87,2.47,31.0,1.54,65.0,623.44
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02/07/2018,01/01/2018,02/07/2018,62.07,62.07,2.47,31.0,1.54,65.0,344.9
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,01/01/2019,03/07/2018,01/01/2019,91.17,91.17,2.47,31.0,1.54,65.0,461.59
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,03/07/2019,02/01/2019,03/07/2019,126.99,126.99,2.47,31.0,1.54,65.0,605.23
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02/01/2020,04/07/2019,02/01/2020,86.95,86.95,2.47,31.0,1.54,65.0,444.67
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,03/07/2020,03/01/2020,03/07/2020,63.27,63.27,2.47,31.0,1.54,65.0,349.71
"45 Brian meadows, New Cameronside, PR56 8WD",CUST0034,02/01/2021,04/07/2020,02/01/2021,62.63,62.63,2.47,31.0,1.54,65.0,347.15
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,02/07/2018,01/01/2018,02/07/2018,88.48,88.48,2.47,31.0,1.54,65.0,450.8
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,01/01/2019,03/07/2018,01/01/2019,87.43,87.43,2.47,31.0,1.54,65.0,446.59
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,03/07/2019,02/01/2019,03/07/2019,90.46,90.46,2.47,31.0,1.54,65.0,458.74
"3 Roy corners, South Lesleyville, ST87 5AD",CUST0035,02/01/2020,04/07/2019,02/01/2020,77.66,80.87585712286004,2.47,31.0,1.54,65.0,407.42
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,02/07/2018,01/01/2018,02/07/2018,96.79,96.79,2.47,31.0,1.54,65.0,484.13
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,01/01/2019,03/07/2018,01/01/2019,118.67,118.67,2.47,31.0,1.54,65.0,571.87
"36 Davey shoal, Alisonberg, NP14 0TB",CUST0036,03/07/2019,02/01/2019,03/07/2019,129.95,129.95,2.47,31.0,1.54,65.0,617.1
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02/07/2018,01/01/2018,02/07/2018,138.18,138.18,2.47,31.0,1.54,65.0,650.1
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,01/01/2019,03/07/2018,01/01/2019,90.91,90.91,2.47,31.0,1.54,65.0,475.43
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,03/07/2019,02/01/2019,03/07/2019,136.76,136.76,2.47,31.0,1.54,65.0,644.41
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02/01/2020,04/07/2019,02/01/2020,102.67,102.67,2.47,31.0,1.54,65.0,507.71
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,03/07/2020,03/01/2020,03/07/2020,124.7,124.7,2.47,31.0,1.54,65.0,596.05
"9 Chelsea burg, Marshallview, EN9 2HG",CUST0037,02/01/2021,04/07/2020,02/01/2021,78.57,78.57,2.47,31.0,1.54,65.0,411.07
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02/07/2018,01/01/2018,02/07/2018,98.39,98.39,2.47,31.0,1.54,65.0,490.54
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,01/01/2019,03/07/2018,01/01/2019,78.72,78.72,2.47,31.0,1.54,65.0,422.38
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,03/07/2019,02/01/2019,03/07/2019,108.82,108.82,2.47,31.0,1.54,65.0,532.37
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02/01/2020,04/07/2019,02/01/2020,131.09,131.09,2.47,31.0,1.54,65.0,621.67
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,03/07/2020,03/01/2020,03/07/2020,125.71,125.71,2.47,31.0,1.54,65.0,600.1
"Flat 14, Swift meadows, East Mitchell, GY1 4DQ",CUST0038,02/01/2021,04/07/2020,02/01/2021,67.78,67.78,2.47,31.0,1.54,65.0,367.8
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02/07/2018,01/01/2018,02/07/2018,126.91,126.91,2.47,31.0,1.54,65.0,604.91
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,01/01/2019,03/07/2018,01/01/2019,126.93,128.29,2.47,31.0,1.54,65.0,604.99
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03/07/2019,02/01/2019,03/07/2019,104.35,104.35,2.47,31.0,1.54,65.0,514.44
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02/01/2020,04/07/2019,02/01/2020,86.02,86.02,2.47,31.0,1.54,65.0,440.94
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03/07/2020,03/01/2020,03/07/2020,92.61,92.61,2.47,31.0,1.54,65.0,467.37
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,02/01/2021,04/07/2020,02/01/2021,76.08,76.08,2.47,31.0,1.54,65.0,401.08
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,04/07/2021,03/01/2021,04/07/2021,85.18,85.18,2.47,31.0,1.54,65.0,437.57
"Flat 5, Fiona via, Clarkmouth, N6S 4HA",CUST0039,03/01/2022,05/07/2021,03/01/2022,119.4,119.4,2.47,31.0,1.54,65.0,574.79
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02/07/2018,01/01/2018,02/07/2018,87.03,87.03,2.47,31.0,1.54,65.0,444.99
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,01/01/2019,03/07/2018,01/01/2019,121.89,121.89,2.47,31.0,1.54,65.0,584.78
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,03/07/2019,02/01/2019,03/07/2019,101.29,101.29,2.47,31.0,1.54,65.0,502.17
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02/01/2020,04/07/2019,02/01/2020,110.5,110.5,2.47,31.0,1.54,65.0,539.11
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,03/07/2020,03/01/2020,03/07/2020,139.53,139.53,2.47,31.0,1.54,65.0,655.52
"Studio 17t, Stokes plains, Port Sarahstad, W88 0DG",CUST0040,02/01/2021,04/07/2020,02/01/2021,98.88,98.88,2.47,31.0,1.54,65.0,492.51
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02/07/2018,01/01/2018,02/07/2018,89.47,89.47,2.47,31.0,1.54,65.0,454.77
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,01/01/2019,03/07/2018,01/01/2019,116.3,116.3,2.47,31.0,1.54,65.0,562.36
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03/07/2019,02/01/2019,03/07/2019,80.09,80.09,2.47,31.0,1.54,65.0,417.16
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02/01/2020,04/07/2019,02/01/2020,138.86,138.86,2.47,31.0,1.54,65.0,652.83
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03/07/2020,03/01/2020,03/07/2020,115.07,115.07,2.47,31.0,1.54,65.0,557.43
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,02/01/2021,04/07/2020,02/01/2021,98.73,98.73,2.47,31.0,1.54,65.0,491.91
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,04/07/2021,03/01/2021,04/07/2021,122.51,122.51,2.47,31.0,1.54,65.0,587.27
"Flat 01P, Jennifer motorway, Gregorymouth, WR0B 8DP",CUST0041,03/01/2022,05/07/2021,03/01/2022,132.61,132.61,2.47,31.0,1.54,65.0,627.77
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,02/07/2018,01/01/2018,02/07/2018,121.86,121.86,2.47,31.0,1.54,65.0,584.66
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,01/01/2019,03/07/2018,01/01/2019,117.81,117.81,2.47,31.0,1.54,65.0,568.42
"6 Cox lodge, New Catherine, L3T 9WB",CUST0042,03/07/2019,02/01/2019,03/07/2019,78.93,78.93,2.47,31.0,1.54,65.0,412.51
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02/07/2018,01/01/2018,02/07/2018,132.83,132.83,2.47,31.0,1.54,65.0,634.89
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,01/01/2019,03/07/2018,01/01/2019,117.11,119.33,2.47,31.0,1.54,65.0,565.61
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,03/07/2019,02/01/2019,03/07/2019,108.88,108.88,2.47,31.0,1.54,65.0,532.61
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02/01/2020,04/07/2019,02/01/2020,131.55,131.55,2.47,31.0,1.54,65.0,623.52
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,03/07/2020,03/01/2020,03/07/2020,61.02,61.02,2.47,31.0,1.54,65.0,340.69
"Studio 1, Amy center, Cartermouth, EX37 7RH",CUST0043,02/01/2021,04/07/2020,02/01/2021,121.33,121.33,2.47,31.0,1.54,65.0,582.53
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,02/07/2018,01/01/2018,02/07/2018,70.47,70.47,2.47,31.0,1.54,65.0,378.58
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,01/01/2019,03/07/2018,01/01/2019,98.3,98.3,2.47,31.0,1.54,65.0,490.18
"Flat 05I, Glenn circle, Port Joyceborough, L9 7AZ",CUST0044,03/07/2019,02/01/2019,03/07/2019,75.64,75.64,2.47,31.0,1.54,65.0,399.32
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,02/07/2018,01/01/2018,02/07/2018,105.36,105.36,2.47,31.0,1.54,65.0,518.49
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,01/01/2019,03/07/2018,01/01/2019,128.99,128.99,2.47,31.0,1.54,65.0,613.25
"Studio 22k, Fowler hollow, North June, OL88 1JN",CUST0045,03/07/2019,02/01/2019,03/07/2019,135.4,135.4,2.47,31.0,1.54,65.0,638.95
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02/07/2018,01/01/2018,02/07/2018,66.74,66.74,2.47,31.0,1.54,65.0,363.63
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,01/01/2019,03/07/2018,01/01/2019,65.59,65.59,2.47,31.0,1.54,65.0,359.02
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,03/07/2019,02/01/2019,03/07/2019,87.58,87.58,2.47,31.0,1.54,65.0,447.2
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02/01/2020,04/07/2019,02/01/2020,134.33,134.33,2.47,31.0,1.54,65.0,634.66
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,03/07/2020,03/01/2020,03/07/2020,116.22,116.22,2.47,31.0,1.54,65.0,562.04
"Studio 96B, Hall trail, Shirleyburgh, G62 0LG",CUST0046,02/01/2021,04/07/2020,02/01/2021,76.76,76.76,2.47,31.0,1.54,65.0,403.81
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,02/07/2018,01/01/2018,02/07/2018,70.3,70.3,2.47,31.0,1.54,65.0,377.9
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,2019/01/01,03/07/2018,01/01/2019,75.85,75.85,2.47,31.0,1.54,65.0,400.16
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,03/07/2019,02/01/2019,03/07/2019,63.86,63.86,2.47,31.0,1.54,65.0,352.08
"16 Smith greens, Jacobstad, CB2 1WT",CUST0047,02/01/2020,04/07/2019,02/01/2020,73.4,73.4,2.47,31.0,1.54,65.0,390.33
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02/07/2018,01/01/2018,02/07/2018,109.31,111.14,2.47,31.0,1.54,65.0,534.33
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,01/01/2019,03/07/2018,01/01/2019,114.51,114.51,2.47,31.0,1.54,65.0,572.52
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03/07/2019,02/01/2019,03/07/2019,71.57,71.57,2.47,31.0,1.54,65.0,383.0
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02/01/2020,04/07/2019,02/01/2020,73.0,73.0,2.47,31.0,1.54,65.0,388.73
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03/07/2020,03/01/2020,03/07/2020,113.24,113.24,2.47,31.0,1.54,65.0,550.09
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,02/01/2021,04/07/2020,02/01/2021,108.54,108.54,2.47,31.0,1.54,65.0,531.25
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,04/07/2021,03/01/2021,04/07/2021,78.22,78.22,2.47,31.0,1.54,65.0,409.66
"Flat 9, Cooper valleys, Port Jordanview, E91 0SX",CUST0048,03/01/2022,05/07/2021,03/01/2022,136.58,136.58,2.47,31.0,1.54,65.0,643.69
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,02/07/2018,01/01/2018,02/07/2018,135.89,135.89,2.47,31.0,1.54,65.0,640.92
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,01/01/2019,03/07/2018,01/01/2019,98.23,98.23,2.47,31.0,1.54,65.0,489.9
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,03/07/2019,02/01/2019,03/07/2019,91.26,91.26,2.47,31.0,1.54,65.0,461.95
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,02/01/2020,04/07/2019,02/01/2020,90.21,90.21,2.47,31.0,1.54,65.0,457.74
"Studio 95, Birch junctions, Simpsonton, LS9 4FX",CUST0049,2020/03/07,03/01/2020,03/07/2020,77.28,77.28,2.47,31.0,1.54,65.0,405.89
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,02/07/2018,01/01/2018,02/07/2018,107.45,107.45,2.47,31.0,1.54,65.0,526.87
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,01/01/2019,03/07/2018,01/01/2019,132.02,132.02,2.47,31.0,1.54,65.0,625.4
"Flat 97n, Leon rue, Port Josephine, B7S 4JN",CUST0050,03/07/2019,02/01/2019,03/07/2019,137.77,139.97212287663382,2.47,31.0,1.54,65.0,648.46
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02/07/2018,01/01/2018,02/07/2018,123.15,123.15,2.47,31.0,1.54,65.0,589.83
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,01/01/2019,03/07/2018,01/01/2019,84.88,88.28,2.47,31.0,1.54,65.0,436.37
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,03/07/2019,02/01/2019,03/07/2019,129.35,129.35,2.47,31.0,1.54,65.0,614.69
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02/01/2020,04/07/2019,02/01/2020,61.91,61.91,2.47,31.0,1.54,65.0,344.26
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,03/07/2020,03/01/2020,03/07/2020,107.09,107.09,2.47,31.0,1.54,65.0,525.43
"6 Fraser island, Nataliechester, KT7X 2LE",CUST0051,02/01/2021,04/07/2020,02/01/2021,78.22,78.22,2.47,31.0,1.54,65.0,409.66
"2 John mountains, New Justin, NN91 4RL",CUST0052,02/07/2018,01/01/2018,02/07/2018,104.33,104.33,2.47,31.0,1.54,65.0,514.36
"2 John mountains, New Justin, NN91 4RL",CUST0052,01/01/2019,03/07/2018,01/01/2019,87.67,87.67,2.47,31.0,1.54,65.0,447.56
"2 John mountains, New Justin, NN91 4RL",CUST0052,03/07/2019,02/01/2019,03/07/2019,135.74,135.74,2.47,31.0,1.54,65.0,640.32
"2 John mountains, New Justin, NN91 4RL",CUST0052,02/01/2020,04/07/2019,02/01/2020,117.38,118.7029814108009,2.47,31.0,1.54,65.0,566.69
"2 John mountains, New Justin, NN91 4RL",CUST0052,03/07/2020,03/01/2020,03/07/2020,92.16,92.16,2.47,31.0,1.54,65.0,465.56
"2 John mountains, New Justin, NN91 4RL",CUST0052,02/01/2021,04/07/2020,02/01/2021,119.2,119.2,2.47,31.0,1.54,65.0,573.99
"2 John mountains, New Justin, NN91 4RL",CUST0052,04/07/2021,03/01/2021,04/07/2021,138.33,138.33,2.47,31.0,1.54,65.0,650.7
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,02/07/2018,01/01/2018,02/07/2018,79.24,79.24,2.47,31.0,1.54,65.0,413.75
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,01/01/2019,03/07/2018,01/01/2019,138.1,138.1,2.47,31.0,1.54,65.0,649.78
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,03/07/2019,02/01/2019,03/07/2019,127.11,127.11,2.47,31.0,1.54,65.0,605.71
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,2020/02/01,04/07/2019,02/01/2020,134.49,134.49,2.47,31.0,1.54,65.0,635.3
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,03/07/2020,03/01/2020,03/07/2020,130.36,130.36,2.47,31.0,1.54,65.0,618.74
"2 Fisher mews, Gordonfort, TF7 0AR",CUST0053,02/01/2021,04/07/2020,02/01/2021,110.53,110.53,2.47,31.0,1.54,65.0,539.23
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02/07/2018,01/01/2018,02/07/2018,96.62,96.62,2.47,31.0,1.54,65.0,483.45
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,01/01/2019,03/07/2018,01/01/2019,107.81,107.81,2.47,31.0,1.54,65.0,528.32
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03/07/2019,02/01/2019,03/07/2019,117.68,117.68,2.47,31.0,1.54,65.0,567.9
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02/01/2020,04/07/2019,02/01/2020,79.2,79.2,2.47,31.0,1.54,65.0,413.59
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03/07/2020,03/01/2020,03/07/2020,130.19,130.19,2.47,31.0,1.54,65.0,618.06
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,02/01/2021,04/07/2020,02/01/2021,128.27,128.27,2.47,31.0,1.54,65.0,610.36
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,04/07/2021,03/01/2021,04/07/2021,73.17,73.17,2.47,31.0,1.54,65.0,389.41
"Flat 39f, Newman manors, East Shaun, TF07 2WR",CUST0054,03/01/2022,05/07/2021,03/01/2022,98.22,98.22,2.47,31.0,1.54,65.0,489.86
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,02/07/2018,01/01/2018,02/07/2018,120.78,120.78,2.47,31.0,1.54,65.0,580.33
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,01/01/2019,03/07/2018,01/01/2019,80.59,80.59,2.47,31.0,1.54,65.0,419.17
"184 Robin overpass, Crawfordton, G00 5XZ",CUST0055,2019/03/07,02/01/2019,03/07/2019,92.81,92.81,2.47,31.0,1.54,65.0,468.17
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,2018/02/07,01/01/2018,02/07/2018,74.08,74.08,2.47,31.0,1.54,65.0,393.06
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,01/01/2019,03/07/2018,01/01/2019,132.47,132.47,2.47,31.0,1.54,65.0,627.2
"2 Hyde falls, Turnerstad, S2 5DQ",CUST0056,03/07/2019,02/01/2019,03/07/2019,110.4,110.4,2.47,31.0,1.54,65.0,538.7
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02/07/2018,01/01/2018,02/07/2018,128.49,128.49,2.47,31.0,1.54,65.0,611.24
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,01/01/2019,03/07/2018,01/01/2019,67.72,67.72,2.47,31.0,1.54,65.0,367.56
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,03/07/2019,02/01/2019,03/07/2019,67.72,67.72,2.47,31.0,1.54,65.0,367.56
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02/01/2020,04/07/2019,02/01/2020,78.23,78.23,2.47,31.0,1.54,65.0,409.7
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,03/07/2020,03/01/2020,03/07/2020,66.72,66.72,2.47,31.0,1.54,65.0,363.55
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,02/01/2021,04/07/2020,02/01/2021,108.77,108.77,2.47,31.0,1.54,65.0,532.17
"40 Duncan ports, Thompsonchester, WV37 9SJ",CUST0057,04/07/2021,03/01/2021,04/07/2021,106.21,106.21,2.47,31.0,1.54,65.0,521.9
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,02/07/2018,01/01/2018,02/07/2018,114.01,114.01,2.47,31.0,1.54,65.0,562.51
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,2019/01/01,03/07/2018,01/01/2019,61.89,61.89,2.47,31.0,1.54,65.0,344.18
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,03/07/2019,02/01/2019,03/07/2019,130.65,130.65,2.47,31.0,1.54,65.0,619.91
"137 Price course, Stephaniehaven, LU6 7DU",CUST0058,02/01/2020,04/07/2019,02/01/2020,96.66,96.66,2.47,31.0,1.54,65.0,483.61
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,02/07/2018,01/01/2018,02/07/2018,86.16,90.71,2.47,31.0,1.54,65.0,441.5
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,01/01/2019,03/07/2018,01/01/2019,60.28,60.28,2.47,31.0,1.54,65.0,337.72
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,03/07/2019,02/01/2019,03/07/2019,130.44,130.44,2.47,31.0,1.54,65.0,619.06
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,02/01/2020,04/07/2019,02/01/2020,87.32,87.32,2.47,31.0,1.54,65.0,446.15
"414 Christine rapids, Hollieshire, N57 5WP",CUST0059,03/07/2020,03/01/2020,03/07/2020,91.68,91.68,2.47,31.0,1.54,65.0,463.64
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02/07/2018,01/01/2018,02/07/2018,65.29,65.29,2.47,31.0,1.54,65.0,364.73
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,01/01/2019,03/07/2018,01/01/2019,127.02,130.12,2.47,31.0,1.54,65.0,605.35
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,03/07/2019,02/01/2019,03/07/2019,113.53,113.53,2.47,31.0,1.54,65.0,551.26
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02/01/2020,04/07/2019,02/01/2020,125.76,125.76,2.47,31.0,1.54,65.0,600.3
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,03/07/2020,03/01/2020,03/07/2020,137.93,137.93,2.47,31.0,1.54,65.0,649.1
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,02/01/2021,04/07/2020,02/01/2021,72.98,72.98,2.47,31.0,1.54,65.0,388.65
"294 Andrea lodge, Port Craighaven, L0J 8GT",CUST0060,04/07/2021,03/01/2021,04/07/2021,119.86,119.86,2.47,31.0,1.54,65.0,576.64
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02/07/2018,01/01/2018,02/07/2018,94.12,98.79234880705545,2.47,31.0,1.54,65.0,473.42
"648 Ashley pine, East Glen, M90 2TH",CUST0061,01/01/2019,03/07/2018,01/01/2019,74.65,74.65,2.47,31.0,1.54,65.0,395.35
"648 Ashley pine, East Glen, M90 2TH",CUST0061,03/07/2019,02/01/2019,03/07/2019,80.47,80.47,2.47,31.0,1.54,65.0,418.68
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02/01/2020,04/07/2019,02/01/2020,138.22,138.22,2.47,31.0,1.54,65.0,650.26
"648 Ashley pine, East Glen, M90 2TH",CUST0061,03/07/2020,03/01/2020,03/07/2020,67.19,67.19,2.47,31.0,1.54,65.0,365.43
"648 Ashley pine, East Glen, M90 2TH",CUST0061,02/01/2021,04/07/2020,02/01/2021,89.89,89.89,2.47,31.0,1.54,65.0,456.46
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,02/07/2018,01/01/2018,02/07/2018,79.79,79.79,2.47,31.0,1.54,65.0,415.96
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,01/01/2019,03/07/2018,01/01/2019,98.48,98.48,2.47,31.0,1.54,65.0,490.9
"9 Jade lane, Irenemouth, OX4 9JF",CUST0062,03/07/2019,02/01/2019,03/07/2019,65.03,65.03,2.47,31.0,1.54,65.0,356.77
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02/07/2018,01/01/2018,02/07/2018,92.99,92.99,2.47,31.0,1.54,65.0,468.89
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,01/01/2019,03/07/2018,01/01/2019,84.54,84.54,2.47,31.0,1.54,65.0,435.01
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,03/07/2019,02/01/2019,03/07/2019,114.94,114.94,2.47,31.0,1.54,65.0,556.91
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02/01/2020,04/07/2019,02/01/2020,86.74,90.6199561053014,2.47,31.0,1.54,65.0,443.83
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,03/07/2020,03/01/2020,03/07/2020,85.72,85.72,2.47,31.0,1.54,65.0,439.74
"Studio 5, Cameron stream, Staceyton, MK7 2RU",CUST0063,02/01/2021,04/07/2020,02/01/2021,66.32,66.32,2.47,31.0,1.54,65.0,361.94
